application_id,customer_id,name,mobile,loan_type,loan_amount,employment_type,application_status,created_timestamp
A353,C353,User353,9292364567,Personal,1950994,Self-Employed,Incomplete,20-01-2026
A354,C354,User354,9385442504,Home,2261498,Salaried,Incomplete,24-01-2026
A355,C355,User355,9320523403,Car,1849607,Self-Employed,Incomplete,24-01-2026
A356,C356,User356,9566356414,Personal,2219412,Self-Employed,Submitted,28-01-2026
A357,C357,User357,9912975051,Personal,231497,Salaried,Incomplete,29-01-2026
A358,C358,User358,9195193222,Home,1580640,Salaried,Incomplete,20-01-2026
A359,C359,User359,9691669927,Personal,831500,Self-Employed,Submitted,07-01-2026
A360,C360,User360,9235358306,Personal,2426922,Salaried,Incomplete,04-01-2026
A361,C361,User361,9607049648,Home,512084,Salaried,Submitted,20-01-2026
A362,C362,User362,9520536015,Car,2907509,Self-Employed,Submitted,07-01-2026
A363,C363,User363,9545331513,Personal,1053323,Salaried,Submitted,15-01-2026
A364,C364,User364,9960421429,Car,835516,Self-Employed,Incomplete,31-01-2026
A365,C365,User365,9696890071,Car,352181,Salaried,Submitted,27-01-2026
A366,C366,User366,9469109470,Personal,774262,Salaried,Submitted,25-01-2026
A367,C367,User367,9697186302,Home,1886771,Self-Employed,Incomplete,25-01-2026
A368,C368,User368,9387224856,Car,900840,Self-Employed,Submitted,24-01-2026
A369,C369,User369,9954163076,Personal,1580561,Salaried,Submitted,18-01-2026
A370,C370,User370,9450952518,Personal,1180715,Self-Employed,Submitted,16-01-2026
A371,C371,User371,9109507882,Personal,2022586,Salaried,Submitted,02-01-2026
A372,C372,User372,9794797762,Car,2882488,Self-Employed,Incomplete,02-01-2026
A373,C373,User373,9803712651,Personal,751373,Salaried,Incomplete,20-01-2026
A374,C374,User374,9977503981,Personal,319169,Salaried,Incomplete,12-01-2026
A375,C375,User375,9482932043,Personal,2450133,Self-Employed,Submitted,22-01-2026
A376,C376,User376,9914690094,Personal,275529,Salaried,Submitted,24-01-2026
A377,C377,User377,9476194652,Home,1715610,Salaried,Incomplete,27-01-2026
A378,C378,User378,9504771299,Car,2746171,Salaried,Incomplete,24-01-2026
A379,C379,User379,9213493365,Car,2429315,Self-Employed,Submitted,25-01-2026
A380,C380,User380,9410032463,Personal,2002145,Salaried,Incomplete,28-01-2026
A381,C381,User381,9900164881,Personal,1615845,Self-Employed,Incomplete,24-01-2026
A382,C382,User382,9426801029,Home,236289,Self-Employed,Submitted,07-01-2026
A383,C383,User383,9510264033,Car,1094798,Salaried,Submitted,09-01-2026
A384,C384,User384,9201166910,Personal,2066857,Self-Employed,Submitted,01-01-2026
A385,C385,User385,9656447494,Personal,1508211,Self-Employed,Submitted,29-01-2026
A386,C386,User386,9209247371,Home,1559873,Salaried,Submitted,15-01-2026
A387,C387,User387,9586393245,Home,1726529,Salaried,Submitted,07-01-2026
A388,C388,User388,9538687928,Personal,528684,Salaried,Submitted,14-01-2026
A389,C389,User389,9505674266,Personal,1821118,Self-Employed,Incomplete,08-01-2026
A390,C390,User390,9148882476,Home,1820979,Salaried,Submitted,08-01-2026
A391,C391,User391,9200594422,Personal,1182977,Self-Employed,Submitted,11-01-2026
A392,C392,User392,9675914915,Personal,2375921,Self-Employed,Incomplete,12-01-2026
A393,C393,User393,9388252049,Home,1381792,Self-Employed,Incomplete,16-01-2026
A394,C394,User394,9400023615,Car,306198,Salaried,Incomplete,22-01-2026
A395,C395,User395,9656634598,Car,675452,Salaried,Incomplete,30-01-2026
A396,C396,User396,9565915001,Car,2601506,Salaried,Submitted,16-01-2026
A397,C397,User397,9841772613,Car,2751997,Self-Employed,Incomplete,30-01-2026
A398,C398,User398,9509119373,Personal,1827807,Salaried,Incomplete,11-01-2026
A399,C399,User399,9249290904,Personal,769547,Salaried,Submitted,03-01-2026
A400,C400,User400,9196705285,Personal,2164775,Salaried,Incomplete,01-01-2026
